model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 KA,2014,4895,0,41760,2,30,57.7,1.2
 Fiesta,2017,7995,0,20829,2,150,54.3,1.2
 Fiesta,2015,7299,0,28000,2,0,65.7,1
 Fiesta,2018,12999,2,5813,2,145,54.3,1
 Fiesta,2018,11980,0,17898,2,150,62.8,1
 Fiesta,2017,7980,0,28569,2,125,54.3,1.3
 Fiesta,2018,9980,0,8770,2,150,64.2,1.1
 Fiesta,2017,8380,0,28298,2,0,65.7,1
 Kuga,2016,13280,0,45298,0,145,54.3,2
 B-MAX,2017,8380,0,30200,0,145,74.3,1.5
 Edge,2017,21180,0,17200,0,205,47.9,2
 Focus,2017,11280,0,18138,2,150,60.1,1
 EcoSport,2019,15980,0,4500,2,150,51.4,1
 Fiesta,2018,15495,0,7511,2,145,58.9,1
 Fiesta,2013,5995,0,55350,2,0,65.7,1
 Fiesta,2015,7995,0,16563,2,0,65.7,1
 Kuga,2016,14995,2,16442,2,235,38.2,1.5
 Fiesta,2016,7995,0,21091,2,0,65.7,1
 Focus,2017,9695,0,25105,2,20,61.4,1
 Fiesta,2017,8495,0,18454,2,150,65.7,1
 Kuga,2019,21780,0,7317,0,145,37.7,2
 Focus,2019,15980,0,7500,2,145,60.1,1
 Focus,2019,16980,0,2705,0,145,61.4,1.5
 Focus,2015,6980,0,14939,2,145,47.9,1.6
 Fiesta,2015,7240,0,32137,0,0,88.3,1.5
 Focus,2019,16479,0,9,2,145,60.1,1
 Focus,2020,19480,2,2,0,145,67.3,1.5
 Mustang,2017,29980,2,24000,2,150,23.5,5
 B-MAX,2013,5500,0,54250,2,150,47.1,1.4
 Mondeo,2012,5500,0,80000,0,150,53.3,2
 Fiesta,2014,6500,0,45000,0,0,85.6,1.6
 Fiesta,2017,9995,0,15725,2,150,65.7,1
 Fiesta,2009,3195,0,65700,2,125,52.3,1.2
 Fiesta,2013,3995,0,103100,2,30,54.3,1.2
 Fiesta,2013,5995,1,72700,2,145,47.9,1.6
 Fiesta,2013,5500,0,70400,0,0,76.4,1.5
 Fiesta,2010,2799,0,90000,2,125,50.4,1.2
 Focus,2012,5000,0,57000,0,20,67.3,1.6
 Fiesta,2009,3000,0,73000,2,150,49.6,1.2
 Fiesta,1998,2699,0,37000,2,160,41.5,1.2
 Focus,2009,1950,0,50000,2,205,42.2,1.6
 Fiesta,2008,2250,0,54000,2,145,47.1,1.2
 Focus,2011,6400,0,98900,0,20,67.3,1.6
 Focus,2008,2595,2,84500,2,260,36.7,1.6
 Focus,2012,6500,0,43200,2,145,47.9,1.6
 Focus,2017,11500,2,36200,0,0,67.3,1.5
 Focus,2018,11995,0,15900,2,145,57.7,1
 Fiesta,2014,6500,0,45600,0,0,76.4,1.5
 Fiesta,2014,8795,0,41597,2,0,65.7,1
 Fiesta,2016,7250,0,28500,2,0,65.7,1
 Fiesta,2017,9995,0,34112,2,145,65.7,1
 Fiesta,2013,6995,0,21500,2,0,65.7,1
 Fiesta,2017,9995,2,51800,2,145,54.3,1
 Fiesta,2017,11000,0,24000,2,145,65.7,1
 C-MAX,2014,9500,0,19200,2,30,55.4,1
 KA,2012,4500,0,57500,2,30,57.7,1.2
 Fiesta,2016,9500,0,30356,2,20,62.8,1
 Fiesta,2013,7000,0,59650,2,0,65.7,1
 Focus,2013,6500,0,46260,2,30,55.4,1
 EcoSport,2017,10000,0,14000,2,125,53.3,1
 Focus,2017,14000,2,5450,2,125,51.4,1
 Fiesta,2008,2500,0,77500,2,165,45.6,1.4
 Focus,2017,16995,0,23874,0,145,67.3,2
 Focus,2018,13795,0,10231,2,145,60.1,1
 Puma,2020,21769,0,169,2,145,50.4,1
 Kuga,2018,17750,0,16494,2,145,39.2,1.5
 Fiesta,2018,9788,0,15432,2,145,65.7,1
 Focus,2014,6900,0,55995,0,20,67.3,1.6
 Grand C-MAX,2018,13950,0,4354,2,145,54.3,1
 Galaxy,2019,23950,2,600,0,145,43.5,2
 Kuga,2017,15493,2,9298,2,235,38.2,1.5
 S-MAX,2019,22750,2,6000,0,145,53.3,2
 Mondeo,2011,3995,0,62000,0,145,53.3,2
 Fiesta,2012,2995,0,98000,2,125,50.4,1.2
 Focus,2013,2995,0,130000,0,0,76.4,1.6
 Fiesta,2011,2695,0,99000,2,125,50.4,1.2
 Focus,2010,2495,0,100000,0,30,62.8,1.6
 Focus,2012,4000,0,107300,0,20,67.3,1.6
 KA,2014,3295,0,53417,2,30,57.7,1.2
 Kuga,2013,8395,0,74576,0,145,53.3,2
 Fiesta,2013,4995,0,51722,2,30,54.3,1.2
 Focus,2012,7495,0,53785,0,125,56.5,2
 C-MAX,2013,5495,0,81899,2,160,42.8,1.6
 Fiesta,2010,2995,0,99000,2,145,49.6,1.2
 KA,2013,4500,0,40000,2,30,57.7,1.2
 KA,2013,4500,0,40000,2,30,57.7,1.2
 KA,2013,4800,0,40000,2,30,57.7,1.2
 Focus,2008,3695,0,50000,2,260,37.7,2
 Fiesta,2009,4995,2,39000,2,200,43.4,1.4
 Galaxy,2007,3395,0,134000,0,235,44.8,1.8
 Fiesta,2018,16450,2,5602,2,145,48.7,1
 Fiesta,2017,9980,0,17562,2,0,65.7,1
 Galaxy,2017,19945,1,27829,0,145,52.3,2
 Focus,2019,17980,0,14426,2,145,60.1,1
 Focus,2017,11980,0,30680,0,0,74.3,1.5
 Focus,2016,14980,0,30968,0,20,67.3,2
 Fusion,2005,2395,0,64000,0,30,64.2,1.4
 Focus,2007,3495,0,44000,0,195,47.9,2
 Focus,2006,2195,0,89000,0,120,58.9,1.6
 Fiesta,2016,10195,0,15000,2,0,65.7,1
 C-MAX,2009,3395,2,88000,2,300,34.9,2
 C-MAX,2008,2895,0,90000,2,200,40.9,1.6
 Ranger,2013,14495,0,88000,0,240,28.3,3.2
 Kuga,2016,12500,0,30300,0,30,64.2,1.5
 Fiesta,2015,7750,0,20130,2,125,54.3,1.2
 Fiesta,2019,16980,0,2999,2,145,56.5,1
 Focus,2019,15980,0,13999,2,145,58.9,1
 Focus,2019,17980,0,5999,2,145,49.6,1
 Kuga,2019,23980,0,7999,0,145,39.2,2
 Focus,2019,15480,0,15999,0,145,80.7,1.5
 Fiesta,2017,8980,0,28036,2,125,54.3,1.2
 Fiesta,2017,8980,0,27213,2,0,65.7,1
 Fiesta,2017,9980,0,12700,2,0,65.7,1
 Focus,2017,19980,0,10918,2,145,41.5,2
 Fiesta,2018,11980,0,18419,2,145,62.8,1
 Focus,2016,9980,0,32551,0,0,74.3,1.5
 Focus,2016,15945,0,13903,2,200,41.5,2
 EcoSport,2015,7980,0,54041,2,125,52.3,1
 Puma,2020,23780,0,999,2,145,49.6,1
 Kuga,2017,18980,2,15000,2,240,38.2,1.5
 Focus,2019,14980,0,16000,2,150,58.9,1
 Edge,2017,20980,2,35000,0,150,48.7,2
 Kuga,2019,21980,0,12999,0,145,47.9,2
 Focus,2016,10480,0,29500,0,0,74.3,1.5
 Focus,2013,6480,0,55952,2,20,58.9,1
 Fiesta,2017,9980,0,5965,2,150,65.7,1
 Focus,2007,2895,2,54000,2,300,34.9,2
 Focus,2016,8999,2,38120,2,125,51.4,1
 S-MAX,2016,15000,0,49001,0,125,56.5,2
 Kuga,2014,13000,2,35469,2,260,36.7,1.6
 Fiesta,2014,5999,0,59526,2,0,65.7,1
 KA,2015,3999,0,48085,2,30,57.7,1.2
 Kuga,2015,9999,0,52359,0,125,60.1,2
 Fiesta,2019,13000,0,15820,2,145,60.1,1
 EcoSport,2015,8499,0,29691,2,125,53.3,1
 Fiesta,2019,19500,0,5000,2,145,40.3,1.5
 Fiesta,2017,8600,0,33000,2,0,65.7,1
 Focus,2017,10000,0,30000,0,0,74.3,1.5
 Fiesta,2015,8900,0,31000,2,0,65.7,1
 Fiesta,2018,11900,0,8000,2,145,65.7,1
 EcoSport,2017,10200,0,15900,2,145,53.3,1
 Focus,2019,15900,0,13000,0,145,80.7,1.5
 Focus,2018,13700,0,10800,0,145,74.3,1.5
 Edge,2016,17900,0,27500,0,160,48.7,2
 Focus,2010,6495,0,28000,0,30,62.8,1.6
 C-MAX,2017,12495,0,4019,2,160,44.1,1.6
 Fiesta,2014,5995,0,66138,0,0,76.4,1.5
 Kuga,2019,18750,1,2500,0,145,37.2,2
 Kuga,2018,19950,2,1188,2,145,31,1.5
 Galaxy,2019,22950,0,2000,0,145,55.4,2
 Tourneo Connect,2020,20950,2,409,0,145,44.1,1.5
 Fiesta,2018,11950,0,9000,2,150,65.7,1
 Tourneo Connect,2019,17950,0,1956,0,145,61.4,1.5
 Focus,2017,19980,0,12720,0,145,67.3,2
 Tourneo Custom,2018,21980,0,6959,0,145,46.3,2
 Fiesta,2016,7980,0,42572,2,0,65.7,1
 Fiesta,2019,16980,0,4003,2,145,60.1,1
 Tourneo Custom,2018,21980,0,26483,0,145,44.8,2
 C-MAX,2016,9980,0,40712,2,30,55.4,1
 Kuga,2018,15980,0,16773,0,145,64.2,1.5
 Focus,2019,20980,0,6999,2,145,49.6,1
 Fiesta,2017,8980,0,29674,2,0,65.7,1
 Focus,2019,17000,0,1500,2,145,60.1,1
 B-MAX,2017,9000,0,35201,2,30,57.7,1
 Fiesta,2014,6000,0,39138,2,30,54.3,1.2
 Focus,2018,18000,0,3581,2,140,60.1,1
 Focus,2017,10500,0,34800,2,145,60.1,1
 KA,2014,5000,0,22888,2,30,57.7,1.2
 Fiesta,2017,10000,0,38500,2,0,65.7,1
 EcoSport,2016,9250,0,14100,2,125,53.3,1
 Ka+,2017,7500,0,40150,2,145,57.7,1.2
 Focus,2015,9298,0,18489,2,20,60.1,1
 Fiesta,2017,9989,0,13998,2,0,65.7,1
 Fiesta,2013,6579,0,20851,2,0,65.7,1
 Fiesta,2013,6998,0,52431,2,0,65.7,1
 Fiesta,2018,12995,0,26145,2,145,62.8,1
 Fiesta,2014,8800,0,22950,2,145,47.9,1.6
 Focus,2015,8400,0,42706,2,20,60.1,1
 Fiesta,2012,7891,0,11000,2,160,42.8,1.2
 Kuga,2016,12290,0,63815,0,145,54.3,2
 Focus,2017,9500,0,40096,0,0,74.3,1.5
 Focus,2014,7990,2,19227,2,160,44.1,1.6
 Focus,2016,9400,0,37300,2,20,60.1,1
 C-MAX,2016,9500,2,13900,0,20,64.2,1.5
 EcoSport,2017,11500,2,11016,2,160,44.8,1.5
 EcoSport,2017,10700,0,23700,2,145,52.3,1
 Fiesta,2018,11900,0,12600,0,150,88.3,1.5
 Fiesta,2017,9700,0,8500,2,145,65.7,1
 Kuga,2019,23000,2,8000,0,145,38.7,2
 B-MAX,2016,10980,0,27125,2,30,57.7,1
 Kuga,2015,12480,2,39326,0,145,52.3,2
 Fiesta,2015,9480,0,37177,0,0,78.5,1.5
 EcoSport,2017,10000,0,24500,2,150,53.3,1
 EcoSport,2017,9600,0,39400,2,145,52.3,1
 Fiesta,2017,10200,0,9900,2,145,65.7,1
 Focus,2016,10700,0,30600,2,20,60.1,1
 Fiesta,2016,8000,0,32200,2,0,65.7,1
 Fiesta,2016,8800,0,35000,2,0,65.7,1
 Focus,2018,17400,0,19000,2,145,41.5,2
 Mondeo,2017,11800,0,40000,2,145,48.7,1.5
 Kuga,2016,15000,0,34248,0,145,54.3,2
 Fiesta,2020,17200,0,2000,2,145,57.7,1
 EcoSport,2017,9490,0,41954,0,145,64.2,1.5
 Ka+,2018,10490,0,8971,2,145,43.5,1.2
 Fiesta,2015,7490,0,49121,2,0,65.7,1
 Focus,2019,16495,0,7745,2,150,60.1,1
 Kuga,2014,10490,0,51356,0,145,53.3,2
 Focus,2016,11490,0,33812,2,125,51.4,1.5
 KA,2016,4990,0,52576,2,30,57.7,1.2
 Fiesta,2018,13990,0,11151,2,145,55.4,1
 Focus,2018,18990,0,12131,0,145,67.3,2
 Kuga,2015,11990,0,29551,0,125,60.1,2
 Fiesta,2016,9790,0,35047,0,0,78.5,1.5
 EcoSport,2016,9990,0,14398,2,125,53.3,1
 Fiesta,2015,8790,0,25665,2,0,65.7,1
 Fiesta,2015,7490,0,42204,2,0,65.7,1
 Focus,2017,11290,0,29787,0,0,74.3,1.5
 Fiesta,2015,8491,0,7410,2,0,65.7,1
 EcoSport,2017,9345,0,31468,2,125,53.3,1
 Kuga,2017,12170,0,27646,0,30,64.2,1.5
 Kuga,2017,12597,0,30574,0,145,54.3,2
 Focus,2016,10991,0,25152,0,0,74.3,1.5
 EcoSport,2014,7256,0,50666,2,125,53.3,1
 Fiesta,2015,7830,0,37109,2,0,65.7,1
 Kuga,2019,18795,2,12564,2,145,31,1.5
 Kuga,2020,32995,2,11,1,135,201.8,2.5
 Mondeo,2015,13689,1,31255,0,125,58.9,2
 Kuga,2019,16383,0,14639,2,150,34.4,1.5
 EcoSport,2017,8849,0,19799,2,150,44.8,1.5
 Fiesta,2018,10234,0,34486,2,150,65.7,1
 Fiesta,2018,9544,0,31611,2,150,65.7,1
 Kuga,2019,17817,0,13987,2,150,39.2,1.5
 Fiesta,2015,6634,0,45859,2,0,65.7,1
 Kuga,2019,18093,0,13012,2,150,39.2,1.5
 Fiesta,2018,8429,0,29854,2,150,64.2,1.1
 Fiesta,2018,9461,0,26016,2,150,64.2,1.1
 Kuga,2012,9490,2,56384,2,555,27.4,2.5
 Fiesta,2019,17990,2,7295,2,145,48.7,1
 Fiesta,2017,9595,0,19368,2,145,65.7,1
 Edge,2016,18990,0,28043,0,160,48.7,2
 B-MAX,2017,9990,0,18054,2,145,47.1,1.4
 Kuga,2019,20990,0,5812,0,145,54.3,1.5
 Focus,2016,14990,0,40900,2,200,41.5,2
 Fiesta,2018,11990,0,16073,2,145,65.7,1
 Fiesta,2017,9490,0,30200,2,0,65.7,1
 Focus,2014,7495,0,28100,2,30,56.5,1
 Kuga,2019,22995,2,5286,0,145,38.7,2
 Fiesta,2017,9495,0,18000,2,125,54.3,1.2
 EcoSport,2017,10495,0,24500,2,150,53.3,1
 Fiesta,2018,12490,0,13131,2,145,62.8,1
 Focus,2019,18495,0,6500,0,150,80.7,1.5
 Fiesta,2018,11968,0,20288,2,145,65.7,1
 Focus,2018,19315,0,16410,2,145,41.5,2
 Fiesta,2017,7429,0,19816,2,125,54.3,1.2
 Fiesta,2017,9193,0,23881,2,0,65.7,1
 Kuga,2019,21997,0,19,2,145,35.3,1.5
 Fiesta,2016,7851,0,24437,2,125,54.3,1.2
 Fiesta,2014,6289,0,40480,2,30,54.3,1.2
 Fiesta,2019,12096,0,16420,2,145,60.1,1
 Focus,2015,10261,0,21687,0,0,74.3,1.5
 Kuga,2016,12276,0,34730,0,125,60.1,2
 Edge,2016,19419,2,20028,0,160,48.7,2
 Fiesta,2019,8856,0,4475,2,145,64.2,1.1
 Mondeo,2017,10998,0,55611,0,145,68.9,2
 Fiesta,2018,9758,0,27614,2,145,65.7,1
 Mondeo,2016,15393,2,10969,2,235,38.2,2
 Kuga,2015,14171,0,20760,0,145,54.3,2
 Fiesta,2018,10995,0,10198,2,150,65.7,1
 C-MAX,2016,10995,2,26000,0,20,64.2,1.5
 Kuga,2016,14995,0,24000,0,125,60.1,2
 Grand C-MAX,2017,12595,0,26000,0,30,64.2,1.5
 Focus,2017,11295,0,43500,0,150,74.3,1.5
 Fiesta,2017,9695,0,23000,2,150,65.7,1
 EcoSport,2017,10995,0,21960,2,150,53.3,1
 Kuga,2017,15295,0,23000,0,150,54.3,2
 C-MAX,2017,11795,0,24000,0,20,68.9,1.5
 Fiesta,2017,9995,0,37500,2,0,65.7,1
 Focus,2018,18990,0,14155,2,145,41.5,2
 Focus,2015,10490,0,10974,2,20,61.4,1
 Fiesta,2018,10297,0,33003,2,150,65.7,1
 Fiesta,2017,9000,0,42876,2,145,65.7,1
 Focus,2017,10750,0,14100,2,145,60.1,1
 Focus,2015,8490,0,30345,0,20,67.3,1.6
 Fiesta,2015,5495,0,55085,2,30,54.3,1.2
 Fiesta,2013,5245,0,54000,0,0,76.4,1.5
 Fiesta,2016,5400,0,56675,2,125,54.3,1.2
 Focus,2015,7295,0,58291,0,20,67.3,1.6
 Focus,2012,5048,0,60100,2,20,58.9,1
 Fiesta,2016,8999,0,27000,2,20,62.8,1
 Kuga,2016,15295,0,42934,0,125,60.1,2
 EcoSport,2018,12995,0,13601,0,145,68.9,1.5
 Fiesta,2019,13995,0,8299,2,145,58.9,1
 Fiesta,2018,11995,0,13672,2,145,65.7,1
 Focus,2017,18995,0,14554,0,145,67.3,2
 Fiesta,2018,10995,0,6890,2,145,65.7,1
 Focus,2019,15995,0,8333,2,145,58.9,1
 Edge,2017,20995,2,13260,0,160,48.7,2
 Fiesta,2017,10495,0,39998,2,0,65.7,1
 Kuga,2013,9495,0,41126,2,200,42.8,1.6
 Kuga,2019,21995,0,7777,0,145,37.7,2
 Fiesta,2019,15995,0,1667,2,145,58.9,1
 Focus,2017,12495,0,30130,2,145,50.4,1.5
 Fiesta,2019,11495,0,9284,2,150,55.4,1.1
 Ka+,2017,7995,0,7710,2,150,57.7,1.2
 Kuga,2018,16995,0,7060,0,145,64.2,1.5
 Fiesta,2011,5499,0,35088,2,145,48.7,1.4
 Fiesta,2015,6999,0,25000,2,0,65.7,1
 Focus,2013,6199,0,36000,2,20,58.9,1
 Focus,2016,9999,0,18000,0,0,74.3,1.5
 Focus,2016,9999,0,16000,2,20,60.1,1
 Focus,2012,5999,0,44988,2,30,56.5,1
 Fiesta,2014,5699,0,25000,2,30,54.3,1.2
 EcoSport,2015,7699,0,39000,0,30,61.4,1.5
 Fiesta,2013,6999,1,31000,2,145,47.9,1.6
 Focus,2009,2499,0,85000,2,200,42.2,1.6
 C-MAX,2017,9491,0,20802,2,160,44.1,1.6
 Kuga,2019,17990,0,11658,2,145,35.3,1.5
 Fiesta,2018,8980,0,11620,2,145,64.2,1.1
 Focus,2017,15940,0,29984,0,145,67.3,2
 Mondeo,2020,26290,2,7,1,135,47.1,2
 EcoSport,2017,9690,0,29182,0,145,64.2,1.5
 Mustang,2016,24990,2,18000,2,325,28.8,2.3
 Focus,2016,9990,0,14776,2,20,61.4,1
 Fiesta,2019,11800,0,16334,2,145,60.1,1
 Kuga,2016,11290,0,36088,2,160,45.6,1.5
 B-MAX,2017,8990,0,15999,0,0,74.4,1.5
 Focus,2013,4975,2,76000,2,160,44.8,1.6
 S-MAX,2014,10911,2,40000,0,300,39.8,2.2
 KA,2009,1954,0,85000,2,30,55.4,1.2
 Fiesta,2010,2876,0,73000,2,145,48.7,1.4
 Fiesta,2012,4963,0,45000,0,20,68.9,1.4
 Galaxy,2013,7651,2,63000,0,200,47.1,2
 C-MAX,2016,9690,0,25555,0,20,68.9,1.5
 Kuga,2017,14999,0,24000,0,145,54.3,1.5
 Focus,2013,6450,0,50475,0,20,67.3,1.6
 Focus,2011,3995,2,66164,2,205,42.2,1.6
 EcoSport,2017,8995,0,29338,2,125,53.3,1
 Fiesta,2014,10000,0,25891,2,150,47.9,1.6
 Ka+,2017,7499,0,16000,2,145,57.7,1.2
 Fiesta,2009,3699,0,54000,2,150,49.6,1.2
 Kuga,2018,14500,0,34393,0,150,64.2,1.5
 EcoSport,2017,9750,0,21500,2,150,53.3,1
 B-MAX,2014,5888,0,45091,2,30,55.4,1
 Fiesta,2019,10730,0,6427,2,150,55.4,1.1
 Focus,2014,8000,0,20730,2,30,56.5,1
 Kuga,2019,17580,0,16081,2,145,35.3,1.5
 Grand Tourneo Connect,2019,18490,0,11,0,145,46.3,1.5
 Grand C-MAX,2017,10400,0,33163,2,30,54.3,1
 Kuga,2019,18200,0,12111,2,145,35.3,1.5
 Fiesta,2017,8790,0,19047,2,0,65.7,1
 Fiesta,2019,16790,0,8950,2,145,40.3,1.5
 EcoSport,2014,7500,0,34067,2,125,53.3,1
 B-MAX,2017,8980,0,13395,2,145,55.4,1
 Focus,2019,17780,0,10944,0,145,62.8,1.5
 Fiesta,2010,5490,0,17733,2,150,47.9,1.6
 Focus,2017,9990,0,42500,0,150,74.3,1.5
 Fiesta,2017,7390,0,28500,2,150,54.3,1.3
 Kuga,2019,18990,0,8389,2,150,35.3,0
 Fiesta,2018,9690,0,36338,2,145,65.7,1
 Focus,2017,11290,0,37820,0,145,74.3,1.5
 Fiesta,2016,8790,0,60112,2,145,47.9,1.6
 Ka+,2018,7397,0,11125,2,145,57.7,1.2
 Kuga,2014,9977,0,53000,0,200,47.9,2
 C-MAX,2010,4977,0,71000,2,200,42.8,1.6
 Focus,2015,6977,0,68000,0,20,67.3,1.6
 Fiesta,2017,8977,0,21000,2,125,54.3,1.2
 Fiesta,2014,5995,0,64000,2,30,54.3,1.2
 Focus,2016,8977,0,69000,0,0,74.3,1.5
 Fiesta,2015,5995,0,78000,2,125,54.3,1.2
 Mondeo,2016,9477,0,65000,0,0,78.5,1.5
 C-MAX,2017,9977,0,58000,0,20,68.9,1.5
 C-MAX,2014,6499,2,52000,0,155,50.4,2
 Focus,2017,10690,0,37351,0,0,74.3,1.5
 Fiesta,2016,8990,0,12884,2,125,54.3,1.2
 Kuga,2017,13490,0,28808,0,145,60.1,2
 Focus,2017,15997,0,15164,2,200,41.5,2
 Fiesta,2018,9590,0,11539,2,145,60.1,1
 B-MAX,2017,10490,2,15000,2,150,44.1,1.6
 Focus,2015,7990,0,42000,0,0,74.3,1.5
 Focus,2016,10690,2,8000,2,125,51.4,1
 EcoSport,2015,7652,0,32328,2,125,53.3,1
 Focus,2012,5995,0,59000,2,145,47.9,1.6
 Kuga,2017,15500,0,18400,0,150,54.3,2
 Fiesta,2013,7000,0,48962,2,0,65.7,1
 C-MAX,2017,13000,2,22375,0,150,58.9,2
 Fiesta,2016,10000,0,28251,2,0,65.7,1
 Fiesta,2015,7700,0,34530,2,0,65.7,1
 Focus,2015,9700,0,42741,0,0,74.3,1.5
 KA,2018,8700,0,6878,2,145,57.7,1.2
 Fiesta,2017,8400,0,15637,2,145,54.3,1.2
 Focus,2013,6800,0,42817,0,20,67.3,1.6
 Focus,2018,13000,0,18332,2,150,57.7,1
 Kuga,2014,9245,0,78800,0,200,47.9,2
 Focus,2017,12895,0,13000,2,150,60.1,1
 Fiesta,2009,3995,0,29000,0,0,76.3,1.6
 Focus,2016,10995,2,14127,2,125,51.4,1
 C-MAX,2017,10695,0,2374,2,30,55.4,1
 Kuga,2019,17995,0,7000,2,145,39.2,1.5
 EcoSport,2016,9695,0,10218,0,30,64.2,1.5
 Fiesta,2016,7495,0,19657,2,125,54.3,1.2
 S-MAX,2017,15775,1,35939,0,145,52.3,2
 Kuga,2015,13675,0,39136,0,145,54.3,2
 Galaxy,2016,15475,0,34787,0,125,56.5,2
 Kuga,2019,16600,0,145,2,145,40.4,1.5
 Fiesta,2018,8700,0,29215,2,145,64.2,1.1
 Focus,2016,11500,0,37446,0,0,74.3,1.5
 C-MAX,2014,7700,0,30538,2,160,42.8,1.6
 Kuga,2015,14000,0,37484,0,125,60.1,2
 Focus,2019,18800,2,17476,0,150,64.2,2
 Kuga,2019,18200,0,7877,0,145,38.2,2
 Kuga,2019,17700,0,5519,0,145,45.6,1.5
 Kuga,2017,12775,0,25913,0,30,64.2,1.5
 Focus,2015,9175,2,17180,2,160,44.8,1.6
 Focus,2014,6995,0,32887,2,150,47.9,1.6
 Galaxy,2018,17995,1,23836,0,145,52.3,2
 Fiesta,2017,10000,0,22515,2,150,65.7,1
 Fiesta,2018,12300,0,7887,2,150,65.7,1
 Fiesta,2015,7800,0,28065,2,0,65.7,1
 KA,2017,8600,0,9770,2,145,57.7,1.2
 C-MAX,2015,9300,0,22198,0,30,61.4,1.6
 Fiesta,2018,11000,0,15055,2,145,65.7,1
 Fiesta,2017,9400,0,9288,2,125,54.3,1.2
 Galaxy,2018,21600,0,9609,0,145,55.4,2
 Grand C-MAX,2017,12000,0,16509,2,30,54.3,1
 Fiesta,2016,8300,0,30552,2,125,54.3,1.2
 Focus,2017,12000,0,31727,0,0,74.3,1.5
 Fiesta,2015,7300,0,34972,2,0,65.7,1
 Fiesta,2017,8300,0,18542,2,125,54.3,1.2
 Fiesta,2016,9500,0,40094,2,20,62.8,1
 Fiesta,2019,12000,0,14063,2,145,60.1,1
 Fiesta,2019,12600,0,13767,2,145,60.1,1
 C-MAX,2017,10800,0,28602,0,20,68.9,1.5
 Focus,2017,12000,0,31249,0,0,74.3,1.5
 Focus,2015,8500,0,46342,0,0,74.3,1.5
 Fiesta,2018,10500,0,23439,2,145,65.7,1
 Fiesta,2018,9500,0,28521,2,145,64.2,1.1
 C-MAX,2016,10000,2,23121,0,20,64.2,1.5
 KA,2015,5000,0,41830,2,30,57.7,1.2
 Kuga,2019,19800,0,8638,0,145,36.7,2
 Mondeo,2017,15000,0,28304,0,150,62.8,2
 Focus,2017,10700,0,31386,2,150,60.1,1
 Fiesta,2015,7700,0,45604,2,0,65.7,1
 Fiesta,2017,10000,2,25426,2,150,57.7,1
 EcoSport,2017,10000,0,39813,2,125,52.3,1
 Focus,2017,10495,0,13000,2,20,61.4,1
 EcoSport,2017,9795,0,18000,2,125,52.3,1
 Kuga,2017,12395,0,19000,2,165,45.6,1.5
 Fiesta,2017,10000,0,15217,2,0,65.7,1
 EcoSport,2018,15000,0,16299,2,145,54.3,1
 Focus,2015,10500,0,52571,0,20,70.6,2
 EcoSport,2015,9000,0,11696,0,30,61.4,1.5
 Fiesta,2016,8800,0,38392,2,0,65.7,1
 Focus,2017,13500,0,12890,2,125,51.4,1.5
 Fiesta,2019,13700,0,12411,2,145,55.4,1
 Fiesta,2018,9700,0,23129,2,145,64.2,1.1
 Kuga,2018,17600,0,7602,0,145,64.2,1.5
 Kuga,2018,18700,0,3255,2,145,39.2,1.5
 Kuga,2017,16500,0,27429,0,145,60.1,2
 Fiesta,2017,10000,0,10832,2,0,65.7,1
 Fiesta,2016,9100,0,20540,2,0,65.7,1
 Fiesta,2017,8100,0,19493,2,125,54.3,1.2
 Fiesta,2016,9000,0,33206,2,0,65.7,1
 Fiesta,2017,9000,0,20682,2,145,64.2,1.1
 Fiesta,2016,10100,0,12477,2,0,65.7,1
 Kuga,2016,15500,2,18339,2,235,38.2,1.5
 Fiesta,2016,10300,0,25997,2,0,65.7,1
 Fiesta,2017,8300,0,23060,2,0,65.7,1
 Fiesta,2018,13300,0,19941,2,145,65.7,1
 Fiesta,2017,10300,0,23076,2,20,62.8,1
 S-MAX,2016,15700,0,34247,0,125,56.5,2
 Fiesta,2014,6800,0,30039,2,30,54.3,1.2
 Fiesta,2016,9100,0,17598,2,125,54.3,1.2
 Fiesta,2016,9900,0,25028,2,20,62.8,1
 Fiesta,2017,8900,0,17342,2,125,54.3,1.2
 Fiesta,2016,7200,0,39345,2,125,54.3,1.2
 Kuga,2019,18600,0,6741,0,145,47.9,2
 Fiesta,2010,4750,0,91000,0,20,68.9,1.6
 Focus,2015,8500,0,40000,0,20,67.3,1.6
 KA,2013,4750,0,40000,2,30,57.7,1.2
 Focus,2015,6250,0,111000,0,0,74.3,1.5
 Focus,2016,9400,0,43000,0,0,74.3,1.5
 Mondeo,2017,11800,0,47000,0,0,78.5,1.5
 Kuga,2016,11900,0,45000,0,125,60.1,2
 S-MAX,2017,19750,1,28000,0,160,51.4,2
 B-MAX,2015,6500,0,68000,0,0,74.4,1.5
 Fiesta,2015,7990,0,26000,2,0,65.7,1
 Fiesta,2018,8500,0,60000,0,150,85.6,1.5
 Fiesta,2017,9990,0,24000,2,145,65.7,1
 Fiesta,2016,9990,2,27000,2,0,57.7,1
 Focus,2017,11990,0,25000,0,145,74.3,1.5
 Fiesta,2011,4800,0,47000,2,125,50.4,1.2
 Fiesta,2013,6850,0,44000,2,30,54.3,1.2
 Fiesta,2013,6500,0,34619,2,30,54.3,1.2
 Kuga,2019,17999,0,2576,2,145,34.4,1.5
 Fiesta,2017,10250,2,39000,2,0,57.7,1
